product,xgboost_model,label_model,feature_lag,model_name,mae,rmse,mape,directional_accuracy
tomato,xg-boost model_4,core feature selection,selected external features only,model_4_reduced_selective_features,0.23138061682383218,0.285168625414782,4.967280222404422,0.6170212765957447
