Date,MEAN_C_lag_0,PRECIPITATION_MM_lag_5,import_qty_lag_0,USD_CAD_lag_0,integrated_gas_price_lag_1,MXN_CAD_lag_7
2026-01-01,17.14,180.6,9094502.0,1.3778,1.36753574108143,0.07185
2026-02-01,19.0,178.25,8162032.0,1.3778,1.33751350993606,0.07324
2026-03-01,20.319999999999997,56.919999999999995,8303320.0,1.3778,1.33751350993606,0.0738
2026-04-01,21.279999999999998,0.9199999999999999,8901262.0,1.3778,1.33751350993606,0.07481
2026-05-01,23.470000000000002,9.790000000000001,8948663.0,1.3778,1.33751350993606,0.07593
