product,model,adf_statistic,adf_pvalue,adf_critical_1pct,adf_critical_5pct,adf_critical_10pct,adf_nobs
tomato,sarima_raw,-0.6818870019190981,0.8513855948440014,-3.5003788874873405,-2.8921519665075235,-2.5830997960069446,108
tomato,sarima_log,-0.6752191681783765,0.8530643477489146,-3.5003788874873405,-2.8921519665075235,-2.5830997960069446,108
