PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM
2017-02-01,8,Chihuahua,4.2,14.1,24.1,8.1
2017-02-01,9,Ciudad de México,8.3,16.8,25.3,0.0
2017-02-01,10,Durango,3.5,14.3,25.0,7.8
2017-02-01,11,Guanajuato,7.3,17.0,26.8,1.5
2017-02-01,12,Guerrero,15.9,24.0,32.1,0.2
2017-02-01,13,Hidalgo,6.7,16.2,25.8,5.0
2017-02-01,14,Jalisco,8.5,18.9,29.3,2.9
2017-02-01,15,Estado de México,3.0,13.1,23.1,1.1
2017-02-01,16,Michoacán,8.1,18.1,28.1,1.0
2017-02-01,17,Morelos,12.0,21.4,30.9,0.1
2017-02-01,18,Nayarit,14.3,23.6,32.8,11.0
2017-02-01,19,Nuevo León,10.8,20.0,29.3,7.4
2017-02-01,20,Oaxaca,14.2,22.1,30.0,5.7
2017-02-01,21,Puebla,8.2,17.2,26.2,8.0
2017-02-01,22,Querétaro,9.1,18.2,27.2,2.0
2017-02-01,23,Quintana Roo,21.7,27.0,32.3,9.5
2017-02-01,24,San Luis Potosí,13.3,22.1,31.0,3.6
2017-02-01,25,Sinaloa,11.4,20.8,30.3,30.2
2017-02-01,26,Sonora,8.2,17.3,26.4,31.3
2017-02-01,27,Tabasco,20.2,26.0,31.9,32.4
2017-02-01,28,Tamaulipas,15.5,22.9,30.4,14.9
2017-02-01,29,Tlaxcala,3.0,13.2,23.4,0.4
2017-02-01,30,Veracruz,15.1,21.8,28.6,32.6
2017-02-01,31,Yucatán,18.1,25.7,33.3,2.1
2017-02-01,32,Zacatecas,3.7,14.6,25.5,1.3
2017-03-01,0,Mexico,12.7,21.2,29.8,16.6
2017-03-01,1,Aguascalientes,7.4,17.2,27.0,6.7
2017-03-01,2,Baja California,11.5,18.9,26.4,1.4
2017-03-01,3,Baja California Sur,13.1,21.1,29.1,0.5
2017-03-01,4,Campeche,20.7,27.4,34.1,9.1
2017-03-01,5,Coahuila,12.6,20.4,28.2,15.1
2017-03-01,6,Colima,18.7,26.2,33.7,1.2
2017-03-01,7,Chiapas,18.4,25.6,32.7,23.1
2017-03-01,8,Chihuahua,7.8,18.0,28.2,6.1
2017-03-01,9,Ciudad de México,8.9,17.0,25.1,18.1
2017-03-01,10,Durango,6.8,17.1,27.4,13.3
2017-03-01,11,Guanajuato,9.5,19.0,28.5,14.2
2017-03-01,12,Guerrero,17.7,25.5,33.3,2.1
2017-03-01,13,Hidalgo,8.8,17.3,25.7,20.7
2017-03-01,14,Jalisco,11.4,21.4,31.4,6.5
2017-03-01,15,Estado de México,5.1,14.3,23.4,17.0
2017-03-01,16,Michoacán,10.9,20.3,29.7,14.6
2017-03-01,17,Morelos,14.6,23.4,32.2,14.7
2017-03-01,18,Nayarit,16.0,25.7,35.4,1.5
2017-03-01,19,Nuevo León,14.4,21.7,28.9,50.6
2017-03-01,20,Oaxaca,15.7,23.2,30.8,16.4
2017-03-01,21,Puebla,9.9,18.2,26.4,32.3
2017-03-01,22,Querétaro,11.1,19.5,27.9,20.9
2017-03-01,23,Quintana Roo,21.6,26.9,32.2,25.6
2017-03-01,24,San Luis Potosí,16.0,23.3,30.6,28.1
2017-03-01,25,Sinaloa,13.6,23.7,33.8,3.6
2017-03-01,26,Sonora,10.4,20.9,31.4,0.5
2017-03-01,27,Tabasco,21.0,26.8,32.5,61.1
2017-03-01,28,Tamaulipas,18.0,23.8,29.7,57.9
2017-03-01,29,Tlaxcala,6.2,15.2,24.3,19.4
2017-03-01,30,Veracruz,16.3,22.3,28.4,65.4
2017-03-01,31,Yucatán,18.4,26.0,33.7,7.5
2017-03-01,32,Zacatecas,7.1,17.1,27.1,18.8
2017-04-01,0,Mexico,14.1,23.0,31.8,18.5
2017-04-01,1,Aguascalientes,7.9,18.6,29.3,0.4
2017-04-01,2,Baja California,12.2,19.9,27.6,0.0
2017-04-01,3,Baja California Sur,14.3,22.3,30.4,0.1
2017-04-01,4,Campeche,22.7,29.4,36.1,65.1
2017-04-01,5,Coahuila,14.9,23.0,31.2,23.0
2017-04-01,6,Colima,16.9,24.9,32.9,0.0
2017-04-01,7,Chiapas,19.3,26.7,34.0,64.0
2017-04-01,8,Chihuahua,10.2,20.5,30.8,3.4
2017-04-01,9,Ciudad de México,10.6,18.9,27.1,12.9
2017-04-01,10,Durango,8.7,19.4,30.1,1.4
2017-04-01,11,Guanajuato,10.6,20.7,30.7,6.0
2017-04-01,12,Guerrero,18.2,26.0,33.9,3.2
2017-04-01,13,Hidalgo,10.6,19.8,29.0,16.5
2017-04-01,14,Jalisco,11.8,22.2,32.7,0.1
2017-04-01,15,Estado de México,6.5,15.9,25.2,14.3
2017-04-01,16,Michoacán,11.3,21.5,31.8,1.8
2017-04-01,17,Morelos,15.5,24.4,33.3,13.5
2017-04-01,18,Nayarit,16.8,26.0,35.3,0.1
2017-04-01,19,Nuevo León,15.3,23.5,31.7,45.0
2017-04-01,20,Oaxaca,16.6,24.5,32.5,28.0
2017-04-01,21,Puebla,11.4,19.8,28.3,37.4
2017-04-01,22,Querétaro,12.8,21.6,30.5,17.7
2017-04-01,23,Quintana Roo,23.9,28.5,33.1,76.5
2017-04-01,24,San Luis Potosí,17.9,25.8,33.7,25.2
2017-04-01,25,Sinaloa,14.8,24.6,34.5,0.5
2017-04-01,26,Sonora,11.9,22.6,33.3,0.5
2017-04-01,27,Tabasco,22.9,28.8,34.6,97.6
2017-04-01,28,Tamaulipas,19.2,25.9,32.5,36.2
2017-04-01,29,Tlaxcala,6.2,15.5,24.8,21.2
2017-04-01,30,Veracruz,18.0,24.5,31.0,35.3
2017-04-01,31,Yucatán,21.0,28.2,35.4,51.7
2017-04-01,32,Zacatecas,8.0,18.8,29.5,2.6
2017-05-01,0,Mexico,16.5,24.9,33.2,48.1
2017-05-01,1,Aguascalientes,11.1,21.7,32.2,4.2
2017-05-01,2,Baja California,14.7,21.2,27.7,7.9
2017-05-01,3,Baja California Sur,15.6,23.1,30.5,1.6
2017-05-01,4,Campeche,24.1,30.8,37.4,49.7
2017-05-01,5,Coahuila,17.9,25.7,33.5,40.6
2017-05-01,6,Colima,19.4,26.5,33.7,1.7
2017-05-01,7,Chiapas,21.9,27.9,34.0,262.3
2017-05-01,8,Chihuahua,11.7,22.1,32.5,10.4
2017-05-01,9,Ciudad de México,12.3,20.3,28.3,48.9
2017-05-01,10,Durango,11.6,21.9,32.3,4.7
2017-05-01,11,Guanajuato,14.2,23.5,32.9,17.2
2017-05-01,12,Guerrero,20.0,27.1,34.3,90.2
2017-05-01,13,Hidalgo,15.1,23.5,31.9,51.2
2017-05-01,14,Jalisco,15.0,25.0,35.0,6.8
2017-05-01,15,Estado de México,9.7,18.2,26.7,86.6
2017-05-01,16,Michoacán,14.4,24.0,33.5,29.5
2017-05-01,17,Morelos,17.6,25.3,33.0,174.9
2017-05-01,18,Nayarit,19.6,27.7,35.7,1.1
2017-05-01,19,Nuevo León,18.4,25.9,33.3,60.7
2017-05-01,20,Oaxaca,18.3,25.6,32.8,156.8
2017-05-01,21,Puebla,13.8,21.5,29.3,130.5
2017-05-01,22,Querétaro,16.7,24.7,32.7,29.6
2017-05-01,23,Quintana Roo,24.9,29.9,34.8,64.1
2017-05-01,24,San Luis Potosí,20.9,27.9,34.9,40.9
2017-05-01,25,Sinaloa,17.9,26.5,35.0,0.7
2017-05-01,26,Sonora,14.3,24.2,34.2,4.8
2017-05-01,27,Tabasco,24.1,29.8,35.5,143.2
2017-05-01,28,Tamaulipas,21.9,27.9,34.0,70.8
2017-05-01,29,Tlaxcala,10.2,18.3,26.4,79.9
2017-05-01,30,Veracruz,20.0,26.2,32.3,110.0
2017-05-01,31,Yucatán,22.2,29.4,36.6,48.4
2017-05-01,32,Zacatecas,11.5,21.9,32.3,10.7
2017-06-01,0,Mexico,19.2,26.7,34.2,102.7
2017-06-01,1,Aguascalientes,13.9,22.5,31.1,43.5
2017-06-01,2,Baja California,17.9,24.5,31.1,0.2
2017-06-01,3,Baja California Sur,19.3,26.1,32.9,1.9
2017-06-01,4,Campeche,24.0,29.2,34.4,363.6
2017-06-01,5,Coahuila,20.8,28.1,35.4,22.6
2017-06-01,6,Colima,23.3,28.6,34.0,197.4
2017-06-01,7,Chiapas,21.7,26.6,31.6,409.4
2017-06-01,8,Chihuahua,17.5,26.9,36.3,20.6
2017-06-01,9,Ciudad de México,12.2,19.5,26.8,86.2
2017-06-01,10,Durango,15.3,24.6,33.9,12.5
2017-06-01,11,Guanajuato,15.1,22.9,30.8,108.3
2017-06-01,12,Guerrero,19.6,26.0,32.4,223.9
2017-06-01,13,Hidalgo,15.1,22.9,30.6,69.2
2017-06-01,14,Jalisco,17.8,25.9,34.0,101.8
2017-06-01,15,Estado de México,9.9,17.4,25.0,119.7
2017-06-01,16,Michoacán,15.9,23.7,31.5,116.1
2017-06-01,17,Morelos,17.0,23.1,29.2,386.0
2017-06-01,18,Nayarit,23.5,29.8,36.1,62.6
2017-06-01,19,Nuevo León,20.3,28.0,35.8,45.6
2017-06-01,20,Oaxaca,18.6,24.8,30.9,355.6
2017-06-01,21,Puebla,13.7,20.4,27.2,217.0
2017-06-01,22,Querétaro,16.3,23.6,31.0,83.2
2017-06-01,23,Quintana Roo,25.7,30.0,34.4,241.0
2017-06-01,24,San Luis Potosí,21.7,28.7,35.7,62.5
2017-06-01,25,Sinaloa,22.5,29.8,37.1,12.5
2017-06-01,26,Sonora,20.7,30.2,39.7,12.5
2017-06-01,27,Tabasco,23.9,28.6,33.2,285.5
2017-06-01,28,Tamaulipas,23.6,29.9,36.3,61.7
2017-06-01,29,Tlaxcala,9.8,16.6,23.5,98.5
2017-06-01,30,Veracruz,20.1,25.6,31.1,181.7
2017-06-01,31,Yucatán,22.6,28.4,34.2,229.9
2017-06-01,32,Zacatecas,14.4,23.0,31.6,30.7
2017-07-01,0,Mexico,19.5,25.9,32.3,140.9
2017-07-01,1,Aguascalientes,13.1,19.9,26.8,169.3
2017-07-01,2,Baja California,20.9,27.5,34.0,2.9
2017-07-01,3,Baja California Sur,23.0,29.1,35.3,12.1
2017-07-01,4,Campeche,23.3,28.9,34.4,169.2
2017-07-01,5,Coahuila,21.6,28.1,34.5,37.8
2017-07-01,6,Colima,22.7,28.7,34.6,287.4
2017-07-01,7,Chiapas,21.3,26.6,31.9,254.3
2017-07-01,8,Chihuahua,17.6,24.6,31.6,153.3
2017-07-01,9,Ciudad de México,11.4,18.0,24.7,101.7
2017-07-01,10,Durango,15.3,22.6,29.9,121.7
2017-07-01,11,Guanajuato,14.0,20.5,27.1,173.7
2017-07-01,12,Guerrero,18.9,25.5,32.1,162.6
2017-07-01,13,Hidalgo,14.5,21.0,27.4,95.1
2017-07-01,14,Jalisco,17.0,23.6,30.3,233.3
2017-07-01,15,Estado de México,9.7,16.2,22.7,174.5
2017-07-01,16,Michoacán,14.8,21.6,28.3,159.4
2017-07-01,17,Morelos,16.2,22.4,28.6,320.4
2017-07-01,18,Nayarit,23.3,29.3,35.3,279.1
2017-07-01,19,Nuevo León,20.5,27.6,34.6,31.0
2017-07-01,20,Oaxaca,17.9,24.0,30.1,183.0
2017-07-01,21,Puebla,12.8,19.2,25.7,204.3
2017-07-01,22,Querétaro,15.5,21.5,27.5,107.9
2017-07-01,23,Quintana Roo,25.5,30.4,35.3,111.0
2017-07-01,24,San Luis Potosí,21.0,26.6,32.2,118.1
2017-07-01,25,Sinaloa,24.2,30.6,36.9,169.5
2017-07-01,26,Sonora,22.7,29.6,36.4,182.9
2017-07-01,27,Tabasco,23.7,28.6,33.5,157.5
2017-07-01,28,Tamaulipas,23.6,29.1,34.6,79.0
2017-07-01,29,Tlaxcala,9.3,15.6,22.0,146.6
2017-07-01,30,Veracruz,19.0,24.3,29.6,245.1
2017-07-01,31,Yucatán,21.9,28.0,34.1,141.7
2017-07-01,32,Zacatecas,14.1,20.7,27.3,134.1
2017-08-01,0,Mexico,19.6,25.9,32.3,145.9
2017-08-01,1,Aguascalientes,13.3,20.5,27.7,143.8
2017-08-01,2,Baja California,20.2,26.3,32.5,7.1
2017-08-01,3,Baja California Sur,24.5,30.2,35.9,68.3
2017-08-01,4,Campeche,23.7,29.3,34.8,202.8
2017-08-01,5,Coahuila,21.5,27.8,34.2,45.1
2017-08-01,6,Colima,23.0,28.3,33.7,560.3
2017-08-01,7,Chiapas,21.2,26.7,32.2,249.2
2017-08-01,8,Chihuahua,16.8,23.4,29.9,122.1
2017-08-01,9,Ciudad de México,12.1,18.7,25.2,101.3
2017-08-01,10,Durango,15.2,22.1,29.0,139.3
2017-08-01,11,Guanajuato,14.2,21.1,28.0,131.4
2017-08-01,12,Guerrero,18.8,25.2,31.6,230.4
2017-08-01,13,Hidalgo,14.9,22.0,29.2,88.9
2017-08-01,14,Jalisco,17.3,24.0,30.6,266.8
2017-08-01,15,Estado de México,10.1,16.8,23.5,209.5
2017-08-01,16,Michoacán,15.3,22.1,28.9,228.4
2017-08-01,17,Morelos,16.8,22.6,28.4,517.2
2017-08-01,18,Nayarit,23.7,29.1,34.4,346.5
2017-08-01,19,Nuevo León,21.1,28.4,35.7,40.6
2017-08-01,20,Oaxaca,17.8,24.0,30.3,207.0
2017-08-01,21,Puebla,13.2,19.9,26.7,311.3
2017-08-01,22,Querétaro,15.6,22.2,28.7,92.2
2017-08-01,23,Quintana Roo,26.1,30.6,35.2,205.1
2017-08-01,24,San Luis Potosí,21.6,27.8,33.9,96.3
2017-08-01,25,Sinaloa,24.3,30.3,36.3,248.3
2017-08-01,26,Sonora,22.5,29.7,36.8,93.9
2017-08-01,27,Tabasco,23.8,28.7,33.7,207.3
2017-08-01,28,Tamaulipas,24.4,30.2,36.0,68.3
2017-08-01,29,Tlaxcala,9.4,16.4,23.5,167.4
2017-08-01,30,Veracruz,19.6,25.2,30.9,199.7
2017-08-01,31,Yucatán,22.3,28.3,34.3,160.3
2017-08-01,32,Zacatecas,14.2,21.0,27.8,113.5
2017-09-01,0,Mexico,18.3,24.6,31.0,169.8
2017-09-01,1,Aguascalientes,12.4,18.9,25.4,159.5
2017-09-01,2,Baja California,17.9,24.3,30.6,9.6
2017-09-01,3,Baja California Sur,22.3,27.6,32.9,59.0
2017-09-01,4,Campeche,23.8,28.9,34.0,229.8
2017-09-01,5,Coahuila,19.3,25.7,32.0,108.3
2017-09-01,6,Colima,22.5,27.7,32.8,528.0
2017-09-01,7,Chiapas,21.4,26.5,31.5,401.7
2017-09-01,8,Chihuahua,14.6,22.6,30.6,58.8
2017-09-01,9,Ciudad de México,11.6,17.6,23.6,86.8
2017-09-01,10,Durango,13.8,20.6,27.4,97.3
2017-09-01,11,Guanajuato,13.8,20.1,26.4,143.7
2017-09-01,12,Guerrero,18.5,24.5,30.5,369.4
2017-09-01,13,Hidalgo,14.2,20.3,26.3,182.1
2017-09-01,14,Jalisco,16.7,23.0,29.3,247.4
2017-09-01,15,Estado de México,9.6,15.9,22.1,186.3
2017-09-01,16,Michoacán,14.7,21.3,28.0,190.9
2017-09-01,17,Morelos,17.0,22.3,27.5,441.1
2017-09-01,18,Nayarit,23.4,28.5,33.5,392.7
2017-09-01,19,Nuevo León,19.3,26.0,32.6,172.1
2017-09-01,20,Oaxaca,18.2,23.7,29.3,320.0
2017-09-01,21,Puebla,13.3,19.0,24.8,322.5
2017-09-01,22,Querétaro,14.8,20.5,26.3,168.0
2017-09-01,23,Quintana Roo,25.2,30.1,35.0,240.0
2017-09-01,24,San Luis Potosí,20.2,25.6,31.1,145.0
2017-09-01,25,Sinaloa,23.2,29.4,35.6,162.9
2017-09-01,26,Sonora,19.7,27.8,35.8,39.4
2017-09-01,27,Tabasco,23.9,28.2,32.5,377.5
2017-09-01,28,Tamaulipas,22.7,28.1,33.5,129.2
2017-09-01,29,Tlaxcala,10.4,16.0,21.6,123.6
2017-09-01,30,Veracruz,19.1,24.1,29.1,429.0
2017-09-01,31,Yucatán,22.3,28.1,33.8,228.1
2017-09-01,32,Zacatecas,13.1,19.3,25.4,111.3
2017-10-01,0,Mexico,15.7,22.9,30.0,77.0
2017-10-01,1,Aguascalientes,9.4,17.4,25.4,21.8
2017-10-01,2,Baja California,13.6,21.8,30.0,0.0
2017-10-01,3,Baja California Sur,20.6,27.4,34.2,0.6
2017-10-01,4,Campeche,22.3,27.3,32.3,221.7
2017-10-01,5,Coahuila,14.3,21.0,27.8,15.2
2017-10-01,6,Colima,22.4,28.2,34.1,142.7
2017-10-01,7,Chiapas,20.5,25.5,30.6,228.8
2017-10-01,8,Chihuahua,11.4,20.4,29.3,14.4
2017-10-01,9,Ciudad de México,10.2,16.9,23.6,31.4
2017-10-01,10,Durango,11.3,19.2,27.1,34.1
2017-10-01,11,Guanajuato,11.3,18.8,26.3,14.6
2017-10-01,12,Guerrero,18.2,24.8,31.5,71.7
2017-10-01,13,Hidalgo,12.2,18.9,25.5,109.6
2017-10-01,14,Jalisco,14.8,22.3,29.8,59.4
2017-10-01,15,Estado de México,7.9,15.1,22.4,53.0
2017-10-01,16,Michoacán,12.9,20.7,28.6,50.2
2017-10-01,17,Morelos,15.0,21.6,28.3,81.7
2017-10-01,18,Nayarit,22.8,29.1,35.4,102.4
2017-10-01,19,Nuevo León,14.4,21.5,28.5,64.9
2017-10-01,20,Oaxaca,17.0,22.7,28.5,141.8
2017-10-01,21,Puebla,11.6,18.1,24.7,114.8
2017-10-01,22,Querétaro,12.9,19.1,25.3,67.4
2017-10-01,23,Quintana Roo,23.5,28.0,32.4,255.2
2017-10-01,24,San Luis Potosí,17.0,23.0,28.9,85.8
2017-10-01,25,Sinaloa,22.0,29.5,37.1,49.0
2017-10-01,26,Sonora,16.7,26.3,36.0,4.3
2017-10-01,27,Tabasco,22.6,26.6,30.7,414.0
2017-10-01,28,Tamaulipas,18.2,24.0,29.8,113.9
2017-10-01,29,Tlaxcala,7.1,14.3,21.5,30.3
2017-10-01,30,Veracruz,17.5,22.5,27.6,314.9
2017-10-01,31,Yucatán,20.8,26.3,31.9,154.8
2017-10-01,32,Zacatecas,9.9,17.9,25.9,16.3
2017-11-01,0,Mexico,11.9,20.4,28.8,10.7
2017-11-01,1,Aguascalientes,5.3,15.9,26.4,0.1
2017-11-01,2,Baja California,10.9,18.2,25.5,1.4
2017-11-01,3,Baja California Sur,16.5,23.9,31.2,0.2
2017-11-01,4,Campeche,19.4,25.0,30.6,33.4
2017-11-01,5,Coahuila,10.6,18.5,26.4,1.9
2017-11-01,6,Colima,21.5,27.8,34.0,0.1
2017-11-01,7,Chiapas,18.3,24.4,30.4,37.9
2017-11-01,8,Chihuahua,6.0,16.8,27.5,1.7
2017-11-01,9,Ciudad de México,7.5,15.7,23.9,0.6
2017-11-01,10,Durango,5.8,16.2,26.5,0.0
2017-11-01,11,Guanajuato,7.2,17.1,27.1,0.3
2017-11-01,12,Guerrero,16.8,24.2,31.7,6.7
2017-11-01,13,Hidalgo,8.4,17.4,26.3,4.9
2017-11-01,14,Jalisco,10.7,20.4,30.0,0.9
2017-11-01,15,Estado de México,3.3,13.1,22.9,3.3
2017-11-01,16,Michoacán,9.2,18.9,28.5,0.4
2017-11-01,17,Morelos,12.1,20.5,28.9,0.0
2017-11-01,18,Nayarit,20.0,27.6,35.2,0.3
2017-11-01,19,Nuevo León,11.7,19.4,27.1,7.8
2017-11-01,20,Oaxaca,14.1,21.1,28.0,13.3
2017-11-01,21,Puebla,8.6,16.8,24.9,12.0
2017-11-01,22,Querétaro,8.8,17.4,26.0,1.3
2017-11-01,23,Quintana Roo,20.8,26.1,31.5,94.0
2017-11-01,24,San Luis Potosí,14.3,21.6,28.9,1.4
2017-11-01,25,Sinaloa,16.8,26.0,35.3,0.1
2017-11-01,26,Sonora,11.8,22.0,32.1,2.5
2017-11-01,27,Tabasco,20.7,25.0,29.4,98.2
2017-11-01,28,Tamaulipas,16.3,22.6,28.8,12.2
2017-11-01,29,Tlaxcala,2.1,12.3,22.4,2.4
2017-11-01,30,Veracruz,15.3,21.1,27.0,43.3
2017-11-01,31,Yucatán,17.6,24.0,30.4,37.9
2017-11-01,32,Zacatecas,5.2,15.9,26.6,0.3
2017-12-01,0,Mexico,9.7,17.3,24.9,24.4
2017-12-01,1,Aguascalientes,3.9,13.2,22.4,27.6
2017-12-01,2,Baja California,8.5,15.7,22.9,2.8
2017-12-01,3,Baja California Sur,14.2,20.4,26.6,3.7
2017-12-01,4,Campeche,18.6,24.3,29.9,40.1
2017-12-01,5,Coahuila,6.7,13.5,20.3,35.6
2017-12-01,6,Colima,18.7,25.9,33.1,7.3
2017-12-01,7,Chiapas,16.6,22.9,29.3,18.4
2017-12-01,8,Chihuahua,2.7,11.2,19.6,42.7
2017-12-01,9,Ciudad de México,5.0,13.8,22.6,0.0
2017-12-01,10,Durango,3.6,12.4,21.3,21.2
2017-12-01,11,Guanajuato,5.5,15.1,24.7,0.4
2017-12-01,12,Guerrero,14.5,22.7,30.8,0.4
2017-12-01,13,Hidalgo,6.0,15.2,24.4,6.9
2017-12-01,14,Jalisco,9.6,18.3,27.0,19.8
2017-12-01,15,Estado de México,2.5,12.7,22.9,0.1
2017-12-01,16,Michoacán,7.1,16.8,26.5,0.3
2017-12-01,17,Morelos,9.8,18.9,28.0,0.0
2017-12-01,18,Nayarit,14.8,22.8,30.7,30.6
2017-12-01,19,Nuevo León,7.5,14.5,21.5,34.2
2017-12-01,20,Oaxaca,12.1,19.3,26.5,7.0
2017-12-01,21,Puebla,6.2,14.9,23.7,7.9
2017-12-01,22,Querétaro,6.9,15.1,23.3,1.8
2017-12-01,23,Quintana Roo,19.9,25.3,30.7,54.3
2017-12-01,24,San Luis Potosí,10.9,18.2,25.6,9.1
2017-12-01,25,Sinaloa,13.9,22.0,30.1,17.6
2017-12-01,26,Sonora,8.1,16.4,24.8,36.7
2017-12-01,27,Tabasco,19.3,24.0,28.7,55.4
2017-12-01,28,Tamaulipas,11.4,18.1,24.9,14.2
2017-12-01,29,Tlaxcala,1.9,12.0,22.1,0.2
2017-12-01,30,Veracruz,12.9,18.8,24.8,37.1
2017-12-01,31,Yucatán,16.8,23.4,30.0,38.7
2017-12-01,32,Zacatecas,4.2,13.3,22.5,27.2
2018-01-01,0,Mexico,7.6,15.9,24.2,25.7
2018-01-01,1,Aguascalientes,2.9,12.7,22.6,35.5
2018-01-01,2,Baja California,8.4,15.4,22.5,14.4
2018-01-01,3,Baja California Sur,11.4,19.2,27.0,0.6
2018-01-01,4,Campeche,16.4,22.1,27.8,105.7
2018-01-01,5,Coahuila,3.8,11.6,19.4,0.7
2018-01-01,6,Colima,18.0,25.3,32.7,5.2
2018-01-01,7,Chiapas,15.6,22.3,29.0,99.6
2018-01-01,8,Chihuahua,0.9,10.9,20.9,0.1
2018-01-01,9,Ciudad de México,4.1,12.7,21.2,7.9
2018-01-01,10,Durango,1.8,12.0,22.2,2.4
2018-01-01,11,Guanajuato,4.6,13.9,23.2,3.5
2018-01-01,12,Guerrero,14.8,22.5,30.2,1.7
2018-01-01,13,Hidalgo,5.6,13.9,22.3,27.1
2018-01-01,14,Jalisco,8.0,17.3,26.5,14.8
2018-01-01,15,Estado de México,1.3,11.1,20.8,11.5
2018-01-01,16,Michoacán,6.4,16.1,25.8,15.4
2018-01-01,17,Morelos,9.6,18.4,27.1,1.6
2018-01-01,18,Nayarit,13.4,22.5,31.6,3.5
2018-01-01,19,Nuevo León,4.4,12.1,19.9,16.5
2018-01-01,20,Oaxaca,10.8,18.9,27.0,25.0
2018-01-01,21,Puebla,5.5,13.7,21.9,32.4
2018-01-01,22,Querétaro,5.7,14.1,22.5,9.2
2018-01-01,23,Quintana Roo,18.7,23.7,28.7,89.8
2018-01-01,24,San Luis Potosí,9.2,16.0,22.7,19.5
2018-01-01,25,Sinaloa,10.8,20.9,31.0,0.4
2018-01-01,26,Sonora,6.8,16.5,26.2,1.6
2018-01-01,27,Tabasco,17.4,22.1,26.7,323.9
2018-01-01,28,Tamaulipas,7.9,14.9,21.8,27.3
2018-01-01,29,Tlaxcala,0.4,10.5,20.6,5.6
2018-01-01,30,Veracruz,11.2,16.7,22.2,112.7
2018-01-01,31,Yucatán,15.6,21.9,28.1,55.2
2018-01-01,32,Zacatecas,3.1,12.7,22.3,24.3
2018-02-01,0,Mexico,11.5,19.2,26.8,17.6
2018-02-01,1,Aguascalientes,7.2,16.0,24.8,28.6
2018-02-01,2,Baja California,8.1,15.3,22.4,12.8
2018-02-01,3,Baja California Sur,13.6,19.9,26.2,9.1
2018-02-01,4,Campeche,19.8,25.8,31.8,19.2
2018-02-01,5,Coahuila,11.0,17.9,24.7,7.0
2018-02-01,6,Colima,19.2,26.2,33.2,2.6
2018-02-01,7,Chiapas,17.6,24.7,31.7,20.0
2018-02-01,8,Chihuahua,6.3,14.7,23.1,19.2
2018-02-01,9,Ciudad de México,9.6,16.8,24.0,7.7
2018-02-01,10,Durango,6.5,15.5,24.6,12.2
2018-02-01,11,Guanajuato,8.7,17.4,26.1,13.8
2018-02-01,12,Guerrero,16.6,24.4,32.3,2.0
2018-02-01,13,Hidalgo,8.2,16.4,24.6,15.2
2018-02-01,14,Jalisco,11.0,19.7,28.5,16.2
2018-02-01,15,Estado de México,4.9,14.0,23.1,17.5
2018-02-01,16,Michoacán,10.2,19.0,27.8,16.2
2018-02-01,17,Morelos,12.9,21.9,31.0,2.6
2018-02-01,18,Nayarit,16.8,25.0,33.2,4.1
2018-02-01,19,Nuevo León,11.7,18.7,25.8,18.0
2018-02-01,20,Oaxaca,13.2,20.9,28.5,13.6
2018-02-01,21,Puebla,9.1,17.3,25.5,14.3
2018-02-01,22,Querétaro,10.7,18.6,26.4,10.0
2018-02-01,23,Quintana Roo,22.1,26.9,31.7,19.1
2018-02-01,24,San Luis Potosí,15.5,22.2,28.8,20.8
2018-02-01,25,Sinaloa,14.1,22.3,30.6,14.7
2018-02-01,26,Sonora,8.0,16.5,24.9,34.3
2018-02-01,27,Tabasco,20.7,25.8,30.8,58.3
2018-02-01,28,Tamaulipas,16.0,21.9,27.8,12.4
2018-02-01,29,Tlaxcala,4.1,13.9,23.7,10.3
2018-02-01,30,Veracruz,15.3,21.2,27.1,37.2
2018-02-01,31,Yucatán,18.2,25.5,32.8,5.8
2018-02-01,32,Zacatecas,7.5,16.0,24.5,22.8
2018-03-01,0,Mexico,12.5,21.1,29.7,9.1
2018-03-01,1,Aguascalientes,7.4,18.3,29.3,0.0
2018-03-01,2,Baja California,9.5,16.4,23.4,4.8
2018-03-01,3,Baja California Sur,13.2,20.7,28.3,0.0
2018-03-01,4,Campeche,20.4,27.3,34.2,15.5
2018-03-01,5,Coahuila,12.3,20.2,28.1,2.4
2018-03-01,6,Colima,18.1,25.8,33.5,0.0
2018-03-01,7,Chiapas,18.9,26.2,33.5,30.1
2018-03-01,8,Chihuahua,7.0,16.7,26.5,1.8
2018-03-01,9,Ciudad de México,11.5,19.1,26.7,12.2
2018-03-01,10,Durango,8.2,18.6,29.0,0.1
2018-03-01,11,Guanajuato,10.1,20.3,30.4,0.8
2018-03-01,12,Guerrero,17.9,25.7,33.6,1.4
2018-03-01,13,Hidalgo,9.5,18.5,27.5,14.8
2018-03-01,14,Jalisco,10.9,21.4,31.9,0.1
2018-03-01,15,Estado de México,6.2,15.9,25.5,6.8
2018-03-01,16,Michoacán,11.7,21.5,31.2,0.4
2018-03-01,17,Morelos,15.4,24.5,33.7,4.0
2018-03-01,18,Nayarit,14.6,24.6,34.7,0.0
2018-03-01,19,Nuevo León,13.5,21.4,29.4,3.6
2018-03-01,20,Oaxaca,15.4,23.2,31.0,20.5
2018-03-01,21,Puebla,10.9,19.3,27.8,29.7
2018-03-01,22,Querétaro,12.1,21.1,30.2,2.8
