PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM
2018-03-01,23,Quintana Roo,21.8,27.0,32.2,50.0
2018-03-01,24,San Luis Potosí,16.6,24.0,31.4,7.3
2018-03-01,25,Sinaloa,12.9,22.9,32.9,0.1
2018-03-01,26,Sonora,9.3,19.1,29.0,0.9
2018-03-01,27,Tabasco,21.9,27.4,33.0,49.3
2018-03-01,28,Tamaulipas,17.6,23.9,30.1,12.2
2018-03-01,29,Tlaxcala,6.1,16.1,26.1,5.7
2018-03-01,30,Veracruz,16.7,22.9,29.0,57.4
2018-03-01,31,Yucatán,18.6,26.3,34.1,15.1
2018-03-01,32,Zacatecas,7.1,18.1,29.1,0.2
2018-04-01,0,Mexico,14.2,22.7,31.2,28.3
2018-04-01,1,Aguascalientes,9.3,19.6,29.9,10.6
2018-04-01,2,Baja California,12.1,19.9,27.7,0.3
2018-04-01,3,Baja California Sur,15.2,22.6,29.9,0.0
2018-04-01,4,Campeche,21.4,28.4,35.4,120.0
2018-04-01,5,Coahuila,14.1,21.9,29.7,7.2
2018-04-01,6,Colima,18.0,25.8,33.6,0.0
2018-04-01,7,Chiapas,20.1,26.8,33.4,101.7
2018-04-01,8,Chihuahua,9.9,19.9,30.0,0.9
2018-04-01,9,Ciudad de México,10.9,18.8,26.6,44.5
2018-04-01,10,Durango,9.4,20.0,30.6,1.7
2018-04-01,11,Guanajuato,11.7,21.3,30.8,12.6
2018-04-01,12,Guerrero,19.2,26.8,34.4,13.3
2018-04-01,13,Hidalgo,11.4,19.5,27.6,48.6
2018-04-01,14,Jalisco,12.7,22.6,32.6,2.2
2018-04-01,15,Estado de México,7.2,16.2,25.1,41.7
2018-04-01,16,Michoacán,13.1,22.5,32.0,6.6
2018-04-01,17,Morelos,16.3,25.0,33.6,58.3
2018-04-01,18,Nayarit,15.8,25.6,35.4,0.2
2018-04-01,19,Nuevo León,14.5,21.9,29.4,53.8
2018-04-01,20,Oaxaca,16.0,23.4,30.8,49.3
2018-04-01,21,Puebla,11.6,19.6,27.5,84.6
2018-04-01,22,Querétaro,13.8,22.3,30.8,24.1
2018-04-01,23,Quintana Roo,22.7,28.1,33.5,78.0
2018-04-01,24,San Luis Potosí,17.4,24.5,31.6,41.6
2018-04-01,25,Sinaloa,14.9,25.0,35.0,0.1
2018-04-01,26,Sonora,12.2,22.8,33.4,0.1
2018-04-01,27,Tabasco,22.7,28.2,33.7,109.5
2018-04-01,28,Tamaulipas,18.3,24.4,30.6,79.0
2018-04-01,29,Tlaxcala,7.3,16.0,24.7,65.8
2018-04-01,30,Veracruz,17.3,23.1,29.0,90.1
2018-04-01,31,Yucatán,20.0,27.7,35.4,57.1
2018-04-01,32,Zacatecas,9.0,19.4,29.8,6.9
2018-05-01,0,Mexico,17.1,25.2,33.3,39.0
2018-05-01,1,Aguascalientes,12.8,21.9,30.9,44.7
2018-05-01,2,Baja California,13.0,20.2,27.4,0.4
2018-05-01,3,Baja California Sur,17.3,24.6,31.8,0.0
2018-05-01,4,Campeche,22.6,28.8,35.0,45.8
2018-05-01,5,Coahuila,19.5,27.1,34.6,11.7
2018-05-01,6,Colima,22.1,28.6,35.0,19.0
2018-05-01,7,Chiapas,20.9,27.2,33.4,165.2
2018-05-01,8,Chihuahua,13.9,24.1,34.3,4.4
2018-05-01,9,Ciudad de México,12.7,20.1,27.5,59.1
2018-05-01,10,Durango,13.3,23.1,32.9,8.3
2018-05-01,11,Guanajuato,14.0,22.8,31.7,52.1
2018-05-01,12,Guerrero,20.4,27.5,34.6,60.8
2018-05-01,13,Hidalgo,12.4,20.5,28.6,29.5
2018-05-01,14,Jalisco,16.4,25.0,33.6,57.7
2018-05-01,15,Estado de México,8.6,17.2,25.7,89.5
2018-05-01,16,Michoacán,15.2,23.7,32.3,80.1
2018-05-01,17,Morelos,16.5,24.0,31.6,166.6
2018-05-01,18,Nayarit,20.6,28.8,37.0,7.2
2018-05-01,19,Nuevo León,19.1,26.0,33.0,47.9
2018-05-01,20,Oaxaca,17.7,24.8,31.9,73.2
2018-05-01,21,Puebla,12.8,20.5,28.2,72.1
2018-05-01,22,Querétaro,15.7,23.8,31.8,39.5
2018-05-01,23,Quintana Roo,24.1,28.9,33.6,160.6
2018-05-01,24,San Luis Potosí,20.5,27.2,33.8,47.4
2018-05-01,25,Sinaloa,18.8,28.0,37.2,0.6
2018-05-01,26,Sonora,14.8,25.4,36.1,0.3
2018-05-01,27,Tabasco,23.8,29.3,34.7,59.5
2018-05-01,28,Tamaulipas,22.4,28.0,33.5,62.6
2018-05-01,29,Tlaxcala,8.4,17.2,26.1,45.7
2018-05-01,30,Veracruz,19.3,25.1,31.0,35.1
2018-05-01,31,Yucatán,21.1,28.0,34.8,118.8
2018-05-01,32,Zacatecas,12.9,22.1,31.3,27.4
2018-06-01,0,Mexico,19.5,26.4,33.3,121.5
2018-06-01,1,Aguascalientes,14.0,21.0,27.9,226.2
2018-06-01,2,Baja California,16.1,23.5,31.0,0.6
2018-06-01,3,Baja California Sur,20.5,26.8,33.0,15.3
2018-06-01,4,Campeche,23.2,28.9,34.5,160.5
2018-06-01,5,Coahuila,22.4,29.1,35.8,30.8
2018-06-01,6,Colima,23.0,28.4,33.8,317.3
2018-06-01,7,Chiapas,20.7,26.1,31.5,237.8
2018-06-01,8,Chihuahua,18.5,27.1,35.7,45.9
2018-06-01,9,Ciudad de México,13.6,19.3,25.0,127.4
2018-06-01,10,Durango,15.9,24.1,32.3,72.1
2018-06-01,11,Guanajuato,14.5,21.4,28.2,268.6
2018-06-01,12,Guerrero,19.7,25.7,31.7,280.3
2018-06-01,13,Hidalgo,14.9,21.3,27.7,111.5
2018-06-01,14,Jalisco,17.4,24.2,31.0,201.4
2018-06-01,15,Estado de México,9.9,16.8,23.7,241.2
2018-06-01,16,Michoacán,15.8,22.7,29.6,246.8
2018-06-01,17,Morelos,16.6,22.8,28.9,565.0
2018-06-01,18,Nayarit,23.8,29.7,35.6,171.8
2018-06-01,19,Nuevo León,20.7,27.6,34.6,82.0
2018-06-01,20,Oaxaca,18.2,24.3,30.4,231.7
2018-06-01,21,Puebla,13.5,20.0,26.5,260.1
2018-06-01,22,Querétaro,15.6,22.2,28.8,161.8
2018-06-01,23,Quintana Roo,25.4,29.5,33.5,230.2
2018-06-01,24,San Luis Potosí,21.7,27.8,34.0,131.6
2018-06-01,25,Sinaloa,23.6,30.3,37.1,98.3
2018-06-01,26,Sonora,21.1,29.9,38.7,43.1
2018-06-01,27,Tabasco,23.6,29.0,34.3,129.9
2018-06-01,28,Tamaulipas,23.8,29.4,34.9,124.7
2018-06-01,29,Tlaxcala,10.2,16.5,22.9,149.4
2018-06-01,30,Veracruz,20.2,25.5,30.9,154.0
2018-06-01,31,Yucatán,21.9,28.0,34.2,170.0
2018-06-01,32,Zacatecas,14.6,21.5,28.4,126.4
2018-07-01,0,Mexico,19.5,26.4,33.3,83.8
2018-07-01,1,Aguascalientes,11.9,19.7,27.4,77.7
2018-07-01,2,Baja California,20.8,27.6,34.5,3.9
2018-07-01,3,Baja California Sur,23.7,29.6,35.4,6.9
2018-07-01,4,Campeche,22.8,28.9,34.9,164.1
2018-07-01,5,Coahuila,21.8,28.4,35.1,29.0
2018-07-01,6,Colima,23.3,29.4,35.4,140.5
2018-07-01,7,Chiapas,20.1,26.2,32.4,117.8
2018-07-01,8,Chihuahua,18.3,25.6,32.9,97.1
2018-07-01,9,Ciudad de México,11.7,18.5,25.4,85.9
2018-07-01,10,Durango,15.3,23.2,31.1,63.9
2018-07-01,11,Guanajuato,13.5,20.7,27.9,70.3
2018-07-01,12,Guerrero,19.6,26.4,33.3,93.7
2018-07-01,13,Hidalgo,14.7,21.6,28.5,40.9
2018-07-01,14,Jalisco,16.3,23.5,30.7,147.8
2018-07-01,15,Estado de México,8.8,16.4,23.9,112.6
2018-07-01,16,Michoacán,14.8,22.1,29.3,118.8
2018-07-01,17,Morelos,15.4,22.8,30.2,104.9
2018-07-01,18,Nayarit,23.4,29.3,35.3,219.4
2018-07-01,19,Nuevo León,20.1,28.0,35.8,37.8
2018-07-01,20,Oaxaca,16.9,23.7,30.5,86.2
2018-07-01,21,Puebla,12.0,19.7,27.4,76.9
2018-07-01,22,Querétaro,14.8,22.0,29.3,31.4
2018-07-01,23,Quintana Roo,25.6,30.1,34.6,90.7
2018-07-01,24,San Luis Potosí,21.3,27.9,34.5,25.1
2018-07-01,25,Sinaloa,24.3,30.8,37.4,148.5
2018-07-01,26,Sonora,23.3,30.7,38.1,120.1
2018-07-01,27,Tabasco,23.4,29.3,35.1,109.5
2018-07-01,28,Tamaulipas,23.7,30.0,36.3,26.2
2018-07-01,29,Tlaxcala,8.0,16.4,24.8,52.1
2018-07-01,30,Veracruz,19.4,25.1,30.9,120.6
2018-07-01,31,Yucatán,21.9,28.5,35.0,97.3
2018-07-01,32,Zacatecas,13.4,20.8,28.1,55.6
2018-08-01,0,Mexico,19.4,25.9,32.4,139.1
2018-08-01,1,Aguascalientes,12.1,19.6,27.1,97.3
2018-08-01,2,Baja California,22.4,29.0,35.5,5.5
2018-08-01,3,Baja California Sur,24.3,29.5,34.8,19.6
2018-08-01,4,Campeche,22.5,28.2,34.0,241.5
2018-08-01,5,Coahuila,21.7,28.3,34.9,41.0
2018-08-01,6,Colima,22.4,28.4,34.3,298.9
2018-08-01,7,Chiapas,20.2,25.9,31.5,257.0
2018-08-01,8,Chihuahua,17.5,24.6,31.7,122.4
2018-08-01,9,Ciudad de México,11.3,17.6,23.9,198.2
2018-08-01,10,Durango,15.0,22.8,30.7,89.8
2018-08-01,11,Guanajuato,13.5,20.4,27.2,146.3
2018-08-01,12,Guerrero,18.9,24.9,30.8,256.6
2018-08-01,13,Hidalgo,14.9,21.3,27.7,79.6
2018-08-01,14,Jalisco,16.3,23.1,29.8,206.9
2018-08-01,15,Estado de México,9.5,16.1,22.7,223.9
2018-08-01,16,Michoacán,14.8,21.7,28.7,215.0
2018-08-01,17,Morelos,15.8,22.0,28.1,459.3
2018-08-01,18,Nayarit,22.9,28.7,34.5,367.8
2018-08-01,19,Nuevo León,20.7,28.4,36.2,21.3
2018-08-01,20,Oaxaca,17.1,23.5,29.8,208.4
2018-08-01,21,Puebla,12.6,19.3,26.0,238.8
2018-08-01,22,Querétaro,15.5,21.9,28.3,71.7
2018-08-01,23,Quintana Roo,25.1,29.9,34.6,129.5
2018-08-01,24,San Luis Potosí,21.2,27.4,33.7,67.0
2018-08-01,25,Sinaloa,23.6,29.6,35.7,291.1
2018-08-01,26,Sonora,22.6,29.2,35.7,147.8
2018-08-01,27,Tabasco,23.1,28.4,33.8,195.7
2018-08-01,28,Tamaulipas,23.9,30.0,36.2,29.4
2018-08-01,29,Tlaxcala,9.0,16.2,23.3,124.6
2018-08-01,30,Veracruz,19.1,24.5,29.8,218.0
2018-08-01,31,Yucatán,21.8,28.1,34.5,159.2
2018-08-01,32,Zacatecas,13.2,20.3,27.5,82.6
2018-09-01,0,Mexico,18.8,24.9,31.0,166.0
2018-09-01,1,Aguascalientes,12.9,19.3,25.6,123.1
2018-09-01,2,Baja California,19.2,26.7,34.2,7.5
2018-09-01,3,Baja California Sur,23.5,28.9,34.2,76.6
2018-09-01,4,Campeche,22.9,28.3,33.7,202.1
2018-09-01,5,Coahuila,19.7,24.6,29.5,172.8
2018-09-01,6,Colima,22.5,28.3,34.2,337.0
2018-09-01,7,Chiapas,20.4,25.9,31.3,301.0
2018-09-01,8,Chihuahua,15.6,22.7,29.7,110.4
2018-09-01,9,Ciudad de México,11.8,18.0,24.2,120.7
2018-09-01,10,Durango,13.8,20.4,27.1,168.8
2018-09-01,11,Guanajuato,13.7,20.2,26.7,165.2
2018-09-01,12,Guerrero,19.0,25.1,31.2,197.1
2018-09-01,13,Hidalgo,15.2,21.5,27.7,72.4
2018-09-01,14,Jalisco,16.5,22.8,29.1,201.6
2018-09-01,15,Estado de México,9.7,16.2,22.7,172.2
2018-09-01,16,Michoacán,14.9,21.7,28.6,161.9
2018-09-01,17,Morelos,15.7,21.8,27.9,312.8
2018-09-01,18,Nayarit,23.0,28.5,34.0,379.4
2018-09-01,19,Nuevo León,20.4,25.8,31.2,226.9
2018-09-01,20,Oaxaca,18.0,24.2,30.4,178.6
2018-09-01,21,Puebla,12.9,19.7,26.4,173.1
2018-09-01,22,Querétaro,15.5,21.6,27.7,110.2
2018-09-01,23,Quintana Roo,24.5,29.2,33.9,146.8
2018-09-01,24,San Luis Potosí,21.4,27.0,32.7,164.1
2018-09-01,25,Sinaloa,23.4,29.0,34.7,320.4
2018-09-01,26,Sonora,21.8,28.8,35.9,109.0
2018-09-01,27,Tabasco,23.5,28.5,33.5,218.1
2018-09-01,28,Tamaulipas,23.3,28.5,33.7,203.5
2018-09-01,29,Tlaxcala,9.5,16.7,23.9,88.4
2018-09-01,30,Veracruz,19.4,24.8,30.1,197.6
2018-09-01,31,Yucatán,22.0,28.0,34.0,137.3
2018-09-01,32,Zacatecas,13.6,19.5,25.4,179.4
2018-10-01,0,Mexico,16.3,22.5,28.7,110.7
2018-10-01,1,Aguascalientes,10.9,18.0,25.1,83.3
2018-10-01,2,Baja California,14.6,21.3,27.9,40.7
2018-10-01,3,Baja California Sur,19.9,25.5,31.2,21.5
2018-10-01,4,Campeche,22.4,27.4,32.4,160.9
2018-10-01,5,Coahuila,15.9,21.4,27.0,67.4
2018-10-01,6,Colima,22.2,27.8,33.4,292.3
2018-10-01,7,Chiapas,20.2,25.4,30.6,224.9
2018-10-01,8,Chihuahua,11.6,19.0,26.4,52.0
2018-10-01,9,Ciudad de México,11.4,17.5,23.6,86.8
2018-10-01,10,Durango,10.5,18.2,26.0,70.8
2018-10-01,11,Guanajuato,13.1,19.7,26.3,65.5
2018-10-01,12,Guerrero,18.9,24.9,31.0,188.7
2018-10-01,13,Hidalgo,14.2,20.4,26.5,93.3
2018-10-01,14,Jalisco,15.2,21.8,28.5,149.8
2018-10-01,15,Estado de México,9.1,15.6,22.1,112.6
2018-10-01,16,Michoacán,14.2,21.2,28.2,147.4
2018-10-01,17,Morelos,15.6,21.7,27.9,213.6
2018-10-01,18,Nayarit,22.2,27.7,33.3,168.6
2018-10-01,19,Nuevo León,16.5,22.0,27.5,46.6
2018-10-01,20,Oaxaca,18.5,24.1,29.7,257.9
2018-10-01,21,Puebla,12.2,18.7,25.3,167.3
2018-10-01,22,Querétaro,14.7,20.4,26.1,58.6
2018-10-01,23,Quintana Roo,23.8,28.4,33.0,162.3
2018-10-01,24,San Luis Potosí,19.0,24.2,29.3,74.6
2018-10-01,25,Sinaloa,21.5,27.7,33.9,70.5
2018-10-01,26,Sonora,16.2,23.2,30.3,81.8
2018-10-01,27,Tabasco,23.3,27.9,32.4,253.7
2018-10-01,28,Tamaulipas,20.0,24.8,29.7,75.3
2018-10-01,29,Tlaxcala,9.4,16.1,22.8,64.2
2018-10-01,30,Veracruz,18.3,23.2,28.0,332.5
2018-10-01,31,Yucatán,21.7,27.3,32.9,87.0
2018-10-01,32,Zacatecas,11.0,17.9,24.8,60.1
2018-11-01,0,Mexico,11.2,18.7,26.2,39.6
2018-11-01,1,Aguascalientes,6.2,14.7,23.1,40.5
2018-11-01,2,Baja California,10.0,17.0,24.0,9.9
2018-11-01,3,Baja California Sur,15.6,22.0,28.5,0.5
2018-11-01,4,Campeche,20.9,26.1,31.3,127.2
2018-11-01,5,Coahuila,8.4,15.4,22.5,7.7
2018-11-01,6,Colima,20.0,26.5,32.9,198.3
2018-11-01,7,Chiapas,19.1,24.8,30.5,118.4
2018-11-01,8,Chihuahua,4.3,13.6,22.9,3.3
2018-11-01,9,Ciudad de México,8.9,15.8,22.7,31.1
2018-11-01,10,Durango,4.1,13.8,23.6,8.8
2018-11-01,11,Guanajuato,8.3,16.4,24.5,50.4
2018-11-01,12,Guerrero,17.5,24.3,31.1,58.9
2018-11-01,13,Hidalgo,10.5,17.4,24.4,35.2
2018-11-01,14,Jalisco,10.3,18.4,26.5,75.9
2018-11-01,15,Estado de México,5.9,13.5,21.1,64.5
2018-11-01,16,Michoacán,10.4,18.6,26.9,100.9
2018-11-01,17,Morelos,13.6,20.6,27.6,74.4
2018-11-01,18,Nayarit,17.8,25.2,32.5,30.5
2018-11-01,19,Nuevo León,9.5,16.2,22.9,14.2
2018-11-01,20,Oaxaca,16.5,22.6,28.8,44.1
2018-11-01,21,Puebla,9.6,16.8,24.0,84.8
2018-11-01,22,Querétaro,10.4,17.5,24.7,31.1
2018-11-01,23,Quintana Roo,22.1,27.0,31.9,82.2
2018-11-01,24,San Luis Potosí,14.1,20.2,26.3,30.9
2018-11-01,25,Sinaloa,15.2,23.6,31.9,5.6
2018-11-01,26,Sonora,8.5,17.7,26.9,1.0
2018-11-01,27,Tabasco,21.6,26.1,30.6,358.8
2018-11-01,28,Tamaulipas,13.6,19.3,25.1,18.4
2018-11-01,29,Tlaxcala,6.2,14.0,21.8,46.9
2018-11-01,30,Veracruz,16.0,21.0,26.0,93.8
2018-11-01,31,Yucatán,19.5,25.3,31.1,67.4
2018-11-01,32,Zacatecas,5.5,14.3,23.1,23.8
2018-12-01,0,Mexico,8.7,16.4,24.1,23.4
2018-12-01,1,Aguascalientes,3.5,12.9,22.3,1.2
2018-12-01,2,Baja California,7.5,13.8,20.1,24.7
2018-12-01,3,Baja California Sur,12.8,19.2,25.6,13.0
2018-12-01,4,Campeche,18.9,24.3,29.7,27.4
2018-12-01,5,Coahuila,5.9,13.3,20.8,19.3
2018-12-01,6,Colima,18.2,25.5,32.8,0.6
2018-12-01,7,Chiapas,16.0,22.4,28.8,31.7
2018-12-01,8,Chihuahua,2.1,10.8,19.4,33.1
2018-12-01,9,Ciudad de México,6.8,14.6,22.4,4.8
2018-12-01,10,Durango,1.6,11.5,21.5,21.7
2018-12-01,11,Guanajuato,5.5,14.5,23.5,1.2
2018-12-01,12,Guerrero,15.9,23.4,30.9,4.5
2018-12-01,13,Hidalgo,7.3,15.4,23.6,6.6
2018-12-01,14,Jalisco,7.6,16.7,25.7,1.7
2018-12-01,15,Estado de México,4.1,13.0,22.0,4.8
2018-12-01,16,Michoacán,7.8,17.0,26.2,4.8
2018-12-01,17,Morelos,10.8,19.0,27.1,0.6
2018-12-01,18,Nayarit,14.1,22.3,30.5,3.9
2018-12-01,19,Nuevo León,7.0,14.8,22.5,16.6
2018-12-01,20,Oaxaca,13.8,20.2,26.5,28.6
2018-12-01,21,Puebla,7.3,15.3,23.3,13.6
2018-12-01,22,Querétaro,7.7,15.9,24.1,3.8
2018-12-01,23,Quintana Roo,20.1,25.2,30.2,67.0
2018-12-01,24,San Luis Potosí,11.6,18.6,25.6,5.5
2018-12-01,25,Sinaloa,12.0,20.3,28.6,51.1
2018-12-01,26,Sonora,6.0,14.3,22.7,25.9
2018-12-01,27,Tabasco,19.4,24.2,28.9,99.4
2018-12-01,28,Tamaulipas,11.1,17.9,24.7,6.9
2018-12-01,29,Tlaxcala,3.3,12.2,21.2,3.3
2018-12-01,30,Veracruz,13.4,19.2,25.0,67.1
2018-12-01,31,Yucatán,17.3,23.5,29.6,28.5
2018-12-01,32,Zacatecas,2.9,12.2,21.4,5.0
2019-01-01,0,Mexico,8.7,16.6,24.5,19.0
2019-01-01,1,Aguascalientes,4.0,13.5,23.0,11.3
2019-01-01,2,Baja California,7.4,14.0,20.5,17.8
2019-01-01,3,Baja California Sur,12.0,18.7,25.3,11.1
2019-01-01,4,Campeche,17.1,23.1,29.2,26.7
2019-01-01,5,Coahuila,5.9,13.4,20.9,6.9
2019-01-01,6,Colima,18.5,25.9,33.3,5.7
2019-01-01,7,Chiapas,16.5,23.1,29.7,39.8
2019-01-01,8,Chihuahua,2.0,11.4,20.7,15.2
2019-01-01,9,Ciudad de México,7.2,15.1,23.0,5.3
2019-01-01,10,Durango,2.4,12.4,22.4,6.6
2019-01-01,11,Guanajuato,6.4,15.5,24.6,3.3
2019-01-01,12,Guerrero,15.9,23.5,31.0,1.0
2019-01-01,13,Hidalgo,7.7,15.7,23.6,12.3
2019-01-01,14,Jalisco,8.1,17.5,26.8,8.4
2019-01-01,15,Estado de México,3.0,12.4,21.7,4.1
2019-01-01,16,Michoacán,8.1,17.5,26.9,8.1
2019-01-01,17,Morelos,10.1,19.2,28.3,1.5
2019-01-01,18,Nayarit,15.0,23.3,31.7,1.4
2019-01-01,19,Nuevo León,6.8,14.2,21.6,22.5
2019-01-01,20,Oaxaca,13.6,20.5,27.5,14.9
2019-01-01,21,Puebla,6.9,15.2,23.4,6.8
2019-01-01,22,Querétaro,8.4,16.6,24.8,7.5
2019-01-01,23,Quintana Roo,18.7,24.1,29.5,67.0
2019-01-01,24,San Luis Potosí,12.5,18.8,25.0,14.2
2019-01-01,25,Sinaloa,11.5,20.4,29.2,11.3
2019-01-01,26,Sonora,5.6,14.6,23.6,23.8
2019-01-01,27,Tabasco,18.8,23.4,28.0,126.7
2019-01-01,28,Tamaulipas,11.1,17.3,23.4,25.2
2019-01-01,29,Tlaxcala,1.7,11.9,22.1,1.3
2019-01-01,30,Veracruz,13.3,18.7,24.0,50.6
2019-01-01,31,Yucatán,15.9,22.3,28.7,48.4
2019-01-01,32,Zacatecas,3.8,13.2,22.6,8.9
2019-02-01,0,Mexico,10.5,18.6,26.8,13.7
2019-02-01,1,Aguascalientes,5.9,16.2,26.5,0.0
2019-02-01,2,Baja California,6.1,12.0,17.9,49.5
2019-02-01,3,Baja California Sur,11.9,18.3,24.8,3.1
2019-02-01,4,Campeche,20.1,26.6,33.0,14.2
2019-02-01,5,Coahuila,9.2,17.0,24.9,0.6
2019-02-01,6,Colima,17.8,25.5,33.1,0.1
2019-02-01,7,Chiapas,17.5,24.9,32.4,28.5
2019-02-01,8,Chihuahua,4.1,12.9,21.7,13.8
2019-02-01,9,Ciudad de México,9.1,17.5,25.8,5.7
2019-02-01,10,Durango,5.2,15.4,25.6,0.7
2019-02-01,11,Guanajuato,8.0,18.0,27.9,0.8
2019-02-01,12,Guerrero,16.5,24.5,32.5,0.4
2019-02-01,13,Hidalgo,10.4,19.2,28.1,7.9
2019-02-01,14,Jalisco,9.6,19.7,29.9,1.1
2019-02-01,15,Estado de México,4.7,14.5,24.4,5.8
2019-02-01,16,Michoacán,9.8,19.9,30.0,1.0
2019-02-01,17,Morelos,12.5,22.0,31.6,1.2
2019-02-01,18,Nayarit,15.4,23.9,32.4,0.5
2019-02-01,19,Nuevo León,10.2,18.1,26.0,2.8
2019-02-01,20,Oaxaca,16.1,23.7,31.2,4.7
2019-02-01,21,Puebla,9.4,18.1,26.8,9.1
2019-02-01,22,Querétaro,10.3,19.2,28.2,2.3
2019-02-01,23,Quintana Roo,21.9,26.9,31.9,62.0
2019-02-01,24,San Luis Potosí,14.2,21.8,29.3,3.4
2019-02-01,25,Sinaloa,12.0,20.8,29.6,1.2
2019-02-01,26,Sonora,6.0,14.4,22.8,36.2
2019-02-01,27,Tabasco,20.7,26.0,31.3,82.4
2019-02-01,28,Tamaulipas,14.3,20.9,27.5,7.5
2019-02-01,29,Tlaxcala,4.3,14.5,24.6,5.2
2019-02-01,30,Veracruz,15.6,21.8,27.9,15.5
2019-02-01,31,Yucatán,18.5,25.8,33.1,42.7
2019-02-01,32,Zacatecas,6.1,16.2,26.2,0.4
2019-03-01,0,Mexico,12.0,20.5,28.9,16.2
2019-03-01,1,Aguascalientes,7.4,18.2,28.9,0.4
2019-03-01,2,Baja California,8.5,15.3,22.1,13.4
2019-03-01,3,Baja California Sur,12.9,20.3,27.6,6.1
2019-03-01,4,Campeche,20.3,26.8,33.3,34.6
2019-03-01,5,Coahuila,11.5,18.8,26.1,11.3
2019-03-01,6,Colima,18.2,26.2,34.2,0.1
2019-03-01,7,Chiapas,18.3,25.5,32.7,34.6
2019-03-01,8,Chihuahua,6.8,16.5,26.3,11.5
2019-03-01,9,Ciudad de México,10.0,18.6,27.2,7.2
2019-03-01,10,Durango,6.7,17.3,27.9,0.7
2019-03-01,11,Guanajuato,10.3,20.2,30.1,0.9
2019-03-01,12,Guerrero,18.2,26.0,33.8,0.7
2019-03-01,13,Hidalgo,11.1,19.7,28.4,11.3
2019-03-01,14,Jalisco,10.8,21.4,31.9,0.1
2019-03-01,15,Estado de México,6.1,16.1,26.1,6.7
2019-03-01,16,Michoacán,11.3,21.5,31.6,0.7
2019-03-01,17,Morelos,15.5,24.6,33.7,2.3
2019-03-01,18,Nayarit,14.5,24.5,34.5,0.0
2019-03-01,19,Nuevo León,12.6,19.5,26.4,38.2
2019-03-01,20,Oaxaca,15.9,23.8,31.8,9.6
2019-03-01,21,Puebla,10.3,18.9,27.5,11.4
2019-03-01,22,Querétaro,11.8,20.8,29.7,4.6
2019-03-01,23,Quintana Roo,21.5,26.9,32.3,20.0
2019-03-01,24,San Luis Potosí,15.7,22.5,29.3,13.7
2019-03-01,25,Sinaloa,12.7,22.7,32.7,4.8
2019-03-01,26,Sonora,8.5,18.0,27.6,35.1
2019-03-01,27,Tabasco,20.7,26.3,32.0,91.7
2019-03-01,28,Tamaulipas,16.2,22.1,28.1,36.2
2019-03-01,29,Tlaxcala,6.0,16.1,26.2,4.7
2019-03-01,30,Veracruz,16.0,22.0,28.0,30.3
2019-03-01,31,Yucatán,18.6,26.2,33.8,19.0
2019-03-01,32,Zacatecas,7.5,18.1,28.7,6.3
2019-04-01,0,Mexico,13.5,22.5,31.5,6.6
2019-04-01,1,Aguascalientes,8.0,18.7,29.4,0.0
2019-04-01,2,Baja California,12.9,20.3,27.6,1.2
2019-04-01,3,Baja California Sur,15.1,22.3,29.6,0.0
2019-04-01,4,Campeche,21.9,28.7,35.5,32.7
2019-04-01,5,Coahuila,13.8,22.4,31.0,12.3
2019-04-01,6,Colima,17.3,25.4,33.5,0.0
2019-04-01,7,Chiapas,19.2,26.7,34.3,14.0
2019-04-01,8,Chihuahua,8.7,19.0,29.2,1.0
2019-04-01,9,Ciudad de México,11.4,19.5,27.7,4.3
2019-04-01,10,Durango,7.8,18.6,29.4,0.0
2019-04-01,11,Guanajuato,10.9,20.9,30.9,0.3
2019-04-01,12,Guerrero,18.2,26.1,34.0,0.4
2019-04-01,13,Hidalgo,12.5,21.6,30.7,6.8
2019-04-01,14,Jalisco,11.4,22.0,32.6,0.1
2019-04-01,15,Estado de México,7.0,16.7,26.4,7.3
2019-04-01,16,Michoacán,11.3,21.8,32.3,1.4
2019-04-01,17,Morelos,15.5,24.8,34.1,0.5
2019-04-01,18,Nayarit,16.0,25.5,35.0,0.0
2019-04-01,19,Nuevo León,13.8,22.6,31.3,13.9
2019-04-01,20,Oaxaca,17.2,25.5,33.7,8.5
2019-04-01,21,Puebla,11.4,20.3,29.2,8.0
2019-04-01,22,Querétaro,13.5,22.3,31.1,2.7
2019-04-01,23,Quintana Roo,23.0,28.3,33.7,57.0
2019-04-01,24,San Luis Potosí,16.8,25.8,34.7,2.2
2019-04-01,25,Sinaloa,14.5,24.2,34.0,0.0
2019-04-01,26,Sonora,10.7,21.1,31.4,0.8
2019-04-01,27,Tabasco,22.2,28.1,34.1,19.2
2019-04-01,28,Tamaulipas,17.6,25.0,32.4,10.1
2019-04-01,29,Tlaxcala,7.4,17.1,26.8,6.3
2019-04-01,30,Veracruz,16.8,23.8,30.8,8.0
2019-04-01,31,Yucatán,20.5,28.2,35.9,21.5
2019-04-01,32,Zacatecas,8.0,18.7,29.4,0.3
2019-05-01,0,Mexico,16.4,24.8,33.1,31.8
2019-05-01,1,Aguascalientes,11.2,21.5,31.7,2.5
2019-05-01,2,Baja California,13.6,20.1,26.6,5.6
2019-05-01,3,Baja California Sur,15.8,22.5,29.1,0.6
2019-05-01,4,Campeche,24.5,31.0,37.5,72.6
