model_name,mae,rmse,mape
model_1_target_lags_only,0.11800083756446837,0.14457164483632107,7.307582119556934
model_2_target_lags_plus_external,0.12192323151756733,0.1388299710513694,7.4712735989307815
model_3_selective_features_plus_target_lags,0.1257257677527035,0.15868468974452424,8.281373618680973
model_4_core_lags_mean_temp_gas,0.15995019379784078,0.18730566002007434,10.408533855756467
